epoch,lr-Adam,step,train_loss_step
,0.001,0,
0,,49,8.246491432189941
0,,99,5.239157199859619
0,,149,3.99712872505188
0,,199,3.731698513031006
0,,249,3.9678404331207275
0,,299,2.861830711364746
0,,349,3.5385727882385254
0,,399,3.528768301010132
0,,449,5.868598937988281
0,,499,3.18156099319458
0,,549,3.4612526893615723
0,,599,2.854661703109741
0,,649,2.8694732189178467
0,,699,3.4064645767211914
